"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","ItemType","GramGender","Item","Sentence"
38,"female",29,496.41,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
39,"female",25,654.53,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
40,"female",20,810.88,"celebrite",4,4,5,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
41,"female",33,735.17,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
43,"male",24,852.1,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
47,"female",20,575.59,"celebrite",3,4,4,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
48,"male",52,598.34,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
49,"female",28,714.02,"celebrite",7,2,6,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
53,"female",20,434.3,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
55,"male",31,587.57,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
56,"female",21,648.32,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
57,"male",29,891.36,"celebrite",4,4,4,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
58,"male",19,481.45,"celebrite",3,4,6,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
59,"female",32,1233.38,"celebrite",5,4,4,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
60,"female",22,491.28,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
62,"female",20,1199.42,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
63,"female",25,830.89,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
64,"female",63,742.23,"celebrite",4,4,4,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
66,"female",22,654.75,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
67,"female",43,1016.14,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
68,"female",50,817.01,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
69,"female",19,447.26,"celebrite",5,2,5,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
72,"female",19,674.88,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
73,"male",56,905.11,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
74,"female",19,781.13,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
75,"male",48,710.52,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
76,"female",31,311.7,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
77,"male",26,1415.85,"celebrite",4,4,4,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
78,"female",25,842.81,"celebrite",4,4,4,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
79,"female",60,1166.06,"celebrite",4,3,6,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
81,"female",34,609.99,"celebrite",4,4,4,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
83,"female",66,874.4,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
85,"female",30,638.15,"celebrite",4,4,4,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
87,"female",25,996.21,"celebrite",3,4,5,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
88,"female",35,817.9,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
89,"male",28,660.86,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
90,"female",29,483.07,"celebrite",6,1,5,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
91,"female",60,709.91,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
93,"female",19,1052.62,"celebrite",4,4,5,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
94,"female",20,777.49,"celebrite",NA,NA,NA,"experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
7,"female",32,412.38,"cerveau",4,3,6,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
10,"female",24,724.59,"cerveau",5,4,6,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
11,"female",21,839.88,"cerveau",4,1,2,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
12,"female",22,518.82,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
14,"male",27,1493.74,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
17,"female",25,840.05,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
18,"female",21,1413.65,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
19,"N/A",32,448.5,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
20,"female",20,651.83,"cerveau",4,4,4,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
22,"female",25,1095.14,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
24,"female",22,1167.49,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
25,"male",24,677.83,"cerveau",4,3,3,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
26,"female",28,520.58,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
27,"female",31,981.42,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
31,"male",31,1266.73,"cerveau",3,4,3,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
32,"female",21,701.66,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
33,"female",31,855.51,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
34,"female",20,502.56,"cerveau",4,4,6,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
35,"female",31,792.85,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
37,"female",25,631.36,"cerveau",5,2,3,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
38,"female",29,496.41,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
39,"female",25,654.53,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
40,"female",20,810.88,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
41,"female",33,735.17,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
43,"male",24,852.1,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
47,"female",20,575.59,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
48,"male",52,598.34,"cerveau",5,4,6,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
49,"female",28,714.02,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
53,"female",20,434.3,"cerveau",5,2,3,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
55,"male",31,587.57,"cerveau",5,3,6,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
56,"female",21,648.32,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
57,"male",29,891.36,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
58,"male",19,481.45,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
59,"female",32,1233.38,"cerveau",5,4,5,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
60,"female",22,491.28,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
62,"female",20,1199.42,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
63,"female",25,830.89,"cerveau",3,5,5,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
64,"female",63,742.23,"cerveau",5,4,4,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
66,"female",22,654.75,"cerveau",3,4,2,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
67,"female",43,1016.14,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
68,"female",50,817.01,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
69,"female",19,447.26,"cerveau",4,1,5,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
72,"female",19,674.88,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
73,"male",56,905.11,"cerveau",4,4,4,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
74,"female",19,781.13,"cerveau",2,4,6,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
75,"male",48,710.52,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
76,"female",31,311.7,"cerveau",2,2,2,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
77,"male",26,1415.85,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
78,"female",25,842.81,"cerveau",4,4,4,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
79,"female",60,1166.06,"cerveau",4,2,6,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
81,"female",34,609.99,"cerveau",4,4,4,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
83,"female",66,874.4,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
85,"female",30,638.15,"cerveau",3,2,2,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
87,"female",25,996.21,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
88,"female",35,817.9,"cerveau",4,1,3,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
89,"male",28,660.86,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
90,"female",29,483.07,"cerveau",5,1,2,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
91,"female",60,709.91,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
93,"female",19,1052.62,"cerveau",3,2,5,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
94,"female",20,777.49,"cerveau",NA,NA,NA,"experimental","masculine","tête/cerveau","Le cerveau du groupe a accepté une interview à la télé."
7,"female",32,412.38,"fourmi",4,4,4,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
10,"female",24,724.59,"fourmi",2,4,3,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
11,"female",21,839.88,"fourmi",4,1,3,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
12,"female",22,518.82,"fourmi",3,4,5,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
14,"male",27,1493.74,"fourmi",1,4,1,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
17,"female",25,840.05,"fourmi",2,2,2,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
18,"female",21,1413.65,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
19,"N/A",32,448.5,"fourmi",4,4,4,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
20,"female",20,651.83,"fourmi",2,3,2,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
22,"female",25,1095.14,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
24,"female",22,1167.49,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
25,"male",24,677.83,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
26,"female",28,520.58,"fourmi",3,6,4,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
27,"female",31,981.42,"fourmi",2,4,3,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
31,"male",31,1266.73,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
32,"female",21,701.66,"fourmi",4,4,4,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
33,"female",31,855.51,"fourmi",3,4,4,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
34,"female",20,502.56,"fourmi",2,4,2,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
35,"female",31,792.85,"fourmi",5,4,3,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
37,"female",25,631.36,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
38,"female",29,496.41,"fourmi",3,1,4,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
39,"female",25,654.53,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
40,"female",20,810.88,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
41,"female",33,735.17,"fourmi",2,1,2,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
43,"male",24,852.1,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
47,"female",20,575.59,"fourmi",1,3,2,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
48,"male",52,598.34,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
49,"female",28,714.02,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
53,"female",20,434.3,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
55,"male",31,587.57,"fourmi",2,4,3,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
56,"female",21,648.32,"fourmi",1,4,1,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
57,"male",29,891.36,"fourmi",4,2,3,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
58,"male",19,481.45,"fourmi",4,4,4,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
59,"female",32,1233.38,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
60,"female",22,491.28,"fourmi",4,4,4,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
62,"female",20,1199.42,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
63,"female",25,830.89,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
64,"female",63,742.23,"fourmi",4,4,3,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
66,"female",22,654.75,"fourmi",1,7,1,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
67,"female",43,1016.14,"fourmi",4,4,4,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
68,"female",50,817.01,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
69,"female",19,447.26,"fourmi",3,4,3,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
72,"female",19,674.88,"fourmi",6,4,6,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
73,"male",56,905.11,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
74,"female",19,781.13,"fourmi",2,2,3,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
75,"male",48,710.52,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
76,"female",31,311.7,"fourmi",4,3,3,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
77,"male",26,1415.85,"fourmi",3,1,3,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
78,"female",25,842.81,"fourmi",4,4,4,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
79,"female",60,1166.06,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
81,"female",34,609.99,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
83,"female",66,874.4,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
85,"female",30,638.15,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
87,"female",25,996.21,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
88,"female",35,817.9,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
89,"male",28,660.86,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
90,"female",29,483.07,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
91,"female",60,709.91,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
93,"female",19,1052.62,"fourmi",NA,NA,NA,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
94,"female",20,777.49,"fourmi",1,4,1,"experimental","feminine","fourmi/microbe","Tu n'es qu'une fourmi."
7,"female",32,412.38,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
10,"female",24,724.59,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
11,"female",21,839.88,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
12,"female",22,518.82,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
14,"male",27,1493.74,"tresor",1,1,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
17,"female",25,840.05,"tresor",1,1,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
18,"female",21,1413.65,"tresor",1,3,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
19,"N/A",32,448.5,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
20,"female",20,651.83,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
22,"female",25,1095.14,"tresor",1,4,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
24,"female",22,1167.49,"tresor",2,3,2,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
25,"male",24,677.83,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
26,"female",28,520.58,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
27,"female",31,981.42,"tresor",1,1,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
31,"male",31,1266.73,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
32,"female",21,701.66,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
33,"female",31,855.51,"tresor",1,3,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
34,"female",20,502.56,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
35,"female",31,792.85,"tresor",1,4,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
37,"female",25,631.36,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
38,"female",29,496.41,"tresor",4,7,2,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
39,"female",25,654.53,"tresor",1,2,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
40,"female",20,810.88,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
41,"female",33,735.17,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
43,"male",24,852.1,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
47,"female",20,575.59,"tresor",1,1,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
48,"male",52,598.34,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
49,"female",28,714.02,"tresor",1,4,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
53,"female",20,434.3,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
55,"male",31,587.57,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
56,"female",21,648.32,"tresor",1,4,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
57,"male",29,891.36,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
58,"male",19,481.45,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
59,"female",32,1233.38,"tresor",1,3,4,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
60,"female",22,491.28,"tresor",1,1,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
62,"female",20,1199.42,"tresor",1,3,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
63,"female",25,830.89,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
64,"female",63,742.23,"tresor",1,4,4,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
66,"female",22,654.75,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
67,"female",43,1016.14,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
68,"female",50,817.01,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
69,"female",19,447.26,"tresor",1,1,2,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
72,"female",19,674.88,"tresor",1,1,6,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
73,"male",56,905.11,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
74,"female",19,781.13,"tresor",1,3,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
75,"male",48,710.52,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
76,"female",31,311.7,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
77,"male",26,1415.85,"tresor",1,7,3,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
78,"female",25,842.81,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
79,"female",60,1166.06,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
81,"female",34,609.99,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
83,"female",66,874.4,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
85,"female",30,638.15,"tresor",2,2,2,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
87,"female",25,996.21,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
88,"female",35,817.9,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
89,"male",28,660.86,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
90,"female",29,483.07,"tresor",1,1,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
91,"female",60,709.91,"tresor",NA,NA,NA,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
93,"female",19,1052.62,"tresor",1,1,2,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
94,"female",20,777.49,"tresor",1,4,1,"experimental","masculine","merveille/trésor","Mon petit trésor s’est fait un bobo au genou."
7,"female",32,412.38,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
10,"female",24,724.59,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
11,"female",21,839.88,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
12,"female",22,518.82,"creme",1,4,3,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
14,"male",27,1493.74,"creme",1,1,1,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
17,"female",25,840.05,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
